ID,Treatment,Gradient,Pop,Population,Genotype,EarlyGrowth,Specific_Leaf_Area (SLA),Stomata,Flowering,Growth,Runnering,Elevation,Nheight,Slope,North_to_South
AT07_09,Normal,Sourroque,AT,Ates,AT07,3.298,53.516,18,1.502,4.905,5.912,750,0.422,13.803,6.34
ML10_08,Normal,Montoulieu,ML,Montoulieu,ML10,3.681,65.931,26,2.52,4.578,5.898,466,0.126,21.386,82.073
SQ16_04,Dry,Sourroque,SQ,Sourroque,SQ16,2.16,50.601,24,2.044,1.187,5.897,927,0.236,23.743,33.158
LC07_06,Normal,Sourroque,LC,Lacourt,LC07,3.683,64.928,21,2.798,4.409,5.897,489,0.211,6.063,146.31
PN12_07,Normal,Axat,PN,Paounias,PN12,4.015,60.97,15,2.487,4.918,5.897,909,0.186,16.179,113.962
SQ15_12,Wet,Sourroque,SQ,Sourroque,SQ15,2.228,52.239,18,2.5,4.582,5.893,927,0.236,23.743,33.158
TC13_05,Dry,Montoulieu,TC,Tournac,TC13,3.301,55.146,16,2.234,1.188,5.892,1021,0.535,25.54,80.538
PN03_10,Normal,Axat,PN,Paounias,PN03,3.313,59.21,22,2.112,3.395,5.891,909,0.186,16.179,113.962
TP09_07,Normal,Sourroque,TP,Toupi,TP09,3.095,55.282,20,0.786,4.417,5.886,1184,0.985,8.623,119.055
SQ04_08,Normal,Sourroque,SQ,Sourroque,SQ04,3.696,57.304,22,2.345,4.078,5.885,927,0.236,23.743,33.158
TC08_08,Normal,Montoulieu,TC,Tournac,TC08,3.409,60.702,22,1.751,3.408,5.869,1021,0.535,25.54,80.538
BV13_08,Normal,Montoulieu,BV,Belveze,BV13,3.169,54.255,22,1.181,3.925,5.86,1261,0.825,13.681,138.27
LC07_08,Normal,Sourroque,LC,Lacourt,LC07,2.62,58.205,14,3.182,2.903,5.856,489,0.211,6.063,146.31
TP05_05,Dry,Sourroque,TP,Toupi,TP05,2.996,49.518,19,0,1.025,5.854,1184,0.985,8.623,119.055
TP10_15,Wet,Sourroque,TP,Toupi,TP10,1.645,46.372,23,2.581,1.541,5.84,1184,0.985,8.623,119.055
ML01_03,Dry,Montoulieu,ML,Montoulieu,ML01,3.934,50.118,30,0.911,0.685,5.839,466,0.126,21.386,82.073
TP08_07,Normal,Sourroque,TP,Toupi,TP08,3.435,59.076,27,2.149,4.625,5.838,1184,0.985,8.623,119.055
LC13_08,Normal,Sourroque,LC,Lacourt,LC13,2.496,59.677,22,1.305,2.575,5.825,489,0.211,6.063,146.31
PN05_11,Wet,Axat,PN,Paounias,PN05,4.032,61.523,22,2.079,6.695,5.825,909,0.186,16.179,113.962
SX14_09,Normal,Montoulieu,SX,Seignaux,SX14,3.806,62.453,21,2.643,3.266,5.818,840,0.729,23.294,134.076
ML06_11,Wet,Montoulieu,ML,Montoulieu,ML06,3.37,62.032,27,1.75,5.677,5.813,466,0.126,21.386,82.073
SQ02_11,Wet,Sourroque,SQ,Sourroque,SQ02,2.354,63.427,29,4.817,3.271,5.809,927,0.236,23.743,33.158
TC15_07,Normal,Montoulieu,TC,Tournac,TC15,3.772,69.094,22,2.217,4.309,5.802,1021,0.535,25.54,80.538
SX13_11,Wet,Montoulieu,SX,Seignaux,SX13,3.07,60.071,22,3.161,5.175,5.797,840,0.729,23.294,134.076
SQ03_06,Normal,Sourroque,SQ,Sourroque,SQ03,3.158,61.494,27,2.388,3.11,5.788,927,0.236,23.743,33.158
TC10_14,Wet,Montoulieu,TC,Tournac,TC10,3.246,57.728,21,1.855,5.362,5.781,1021,0.535,25.54,80.538
PN01_10,Normal,Axat,PN,Paounias,PN01,3.585,63.319,22,1.749,4.506,5.77,909,0.186,16.179,113.962
SQ16_07,Normal,Sourroque,SQ,Sourroque,SQ16,2.818,57.097,35,2.705,2.254,5.768,927,0.236,23.743,33.158
LC05_10,Normal,Sourroque,LC,Lacourt,LC05,4.199,55.552,20,0.893,4.686,5.762,489,0.211,6.063,146.31
BV10_09,Normal,Montoulieu,BV,Belveze,BV10,3.052,56.349,27,4.325,3.472,5.76,1261,0.825,13.681,138.27
TC11_05,Dry,Montoulieu,TC,Tournac,TC11,3.608,48.047,18,1.77,2.435,5.749,1021,0.535,25.54,80.538
G07_07,Normal,Grave,G,Grave,G07,2.387,58.145,11,0.742,2.453,5.707,1471,0.075,8.946,3.576
ML10_04,Dry,Montoulieu,ML,Montoulieu,ML10,2.842,59.819,26,2.988,0.701,5.706,466,0.126,21.386,82.073
TC08_11,Wet,Montoulieu,TC,Tournac,TC08,3.218,60.083,18,1.812,5.609,5.705,1021,0.535,25.54,80.538
PN05_07,Normal,Axat,PN,Paounias,PN05,3.043,71.249,35,1.655,5.093,5.694,909,0.186,16.179,113.962
SQ01_11,Wet,Sourroque,SQ,Sourroque,SQ01,2.678,55.668,23,4.025,3.693,5.686,927,0.236,23.743,33.158
ML13_10,Normal,Montoulieu,ML,Montoulieu,ML13,3.356,73.375,23,1.04,4.413,5.665,466,0.126,21.386,82.073
SQ15_10,Normal,Sourroque,SQ,Sourroque,SQ15,3.264,68.225,30,0.835,4.238,5.663,927,0.236,23.743,33.158
F01_01,Dry,Grave,F,Freaux,F01,2.775,52.013,20,1.614,1.413,5.662,1409,0.194,29.362,9.545
ML11_10,Normal,Montoulieu,ML,Montoulieu,ML11,3.096,70.883,25,2.557,3.71,5.66,466,0.126,21.386,82.073
BV15_06,Normal,Montoulieu,BV,Belveze,BV15,2.943,64.77,28,1.528,3.357,5.66,1261,0.825,13.681,138.27
TC01_02,Dry,Montoulieu,TC,Tournac,TC01,3.287,51.42,22,1.126,1.592,5.653,1021,0.535,25.54,80.538
TC02_10,Normal,Montoulieu,TC,Tournac,TC02,3.103,58.759,23,3.571,4.075,5.644,1021,0.535,25.54,80.538
AT12_02,Dry,Sourroque,AT,Ates,AT12,2.375,54.586,12,0,1.241,5.641,750,0.422,13.803,6.34
SX05_04,Dry,Montoulieu,SX,Seignaux,SX05,3.839,55.152,25,2.583,1.773,5.64,840,0.729,23.294,134.076
TP06_12,Wet,Sourroque,TP,Toupi,TP06,2.167,56.041,23,1.303,3.552,5.631,1184,0.985,8.623,119.055
PN12_06,Normal,Axat,PN,Paounias,PN12,4.734,61.122,24,2.04,4.975,5.628,909,0.186,16.179,113.962
LC10_05,Dry,Sourroque,LC,Lacourt,LC10,3.287,46.419,20,3.08,1.245,5.622,489,0.211,6.063,146.31
AT09_03,Dry,Sourroque,AT,Ates,AT09,3.4,43.392,24,1.673,1.423,5.622,750,0.422,13.803,6.34
TP04_04,Dry,Sourroque,TP,Toupi,TP04,3.864,43.242,25,0.482,2.493,5.616,1184,0.985,8.623,119.055
SQ15_05,Dry,Sourroque,SQ,Sourroque,SQ15,2.837,42.92,19,2.274,1.606,5.604,927,0.236,23.743,33.158
SX02_14,Wet,Montoulieu,SX,Seignaux,SX02,3.862,68.046,17,2.948,6.975,5.591,840,0.729,23.294,134.076
G03_05,Dry,Grave,G,Grave,G03,3.1,49.991,17,0.93,1.432,5.587,1471,0.075,8.946,3.576
TP05_10,Normal,Sourroque,TP,Toupi,TP05,3.036,64.354,22,1.37,3.045,5.583,1184,0.985,8.623,119.055
AT03_09,Normal,Sourroque,AT,Ates,AT03,3.108,62.578,16,0.935,4.658,5.582,750,0.422,13.803,6.34
SQ09_08,Normal,Sourroque,SQ,Sourroque,SQ09,3.43,55.469,21,1.43,4.311,5.567,927,0.236,23.743,33.158
F08_12,Wet,Grave,F,Freaux,F08,3.586,87.345,21,1.192,4.491,5.567,1409,0.194,29.362,9.545
ML11_09,Normal,Montoulieu,ML,Montoulieu,ML11,3.473,59.678,30,2.569,4.318,5.558,466,0.126,21.386,82.073
ML01_09,Normal,Montoulieu,ML,Montoulieu,ML01,3.786,71.923,41,4.083,4.141,5.554,466,0.126,21.386,82.073
SQ03_14,Wet,Sourroque,SQ,Sourroque,SQ03,2.482,66.669,17,2.334,3.601,5.554,927,0.236,23.743,33.158
G05_11,Wet,Grave,G,Grave,G05,2.54,48.439,22,0.776,3.064,5.548,1471,0.075,8.946,3.576
PN03_15,Wet,Axat,PN,Paounias,PN03,3.729,54.492,24,3.108,5.591,5.545,909,0.186,16.179,113.962
SQ11_06,Normal,Sourroque,SQ,Sourroque,SQ11,3.641,57.149,24,0.998,5.054,5.54,927,0.236,23.743,33.158
PN14_07,Normal,Axat,PN,Paounias,PN14,3.807,68.419,22,1.729,4.876,5.537,909,0.186,16.179,113.962
LC12_08,Normal,Sourroque,LC,Lacourt,LC12,3.1,64.901,23,3.123,3.255,5.53,489,0.211,6.063,146.31
AT02_08,Normal,Sourroque,AT,Ates,AT02,2.654,57.163,18,1.402,3.442,5.52,750,0.422,13.803,6.34
TC09_14,Wet,Montoulieu,TC,Tournac,TC09,3.386,62.358,21,2.171,6.708,5.516,1021,0.535,25.54,80.538
AT16_06,Normal,Sourroque,AT,Ates,AT16,3.446,51.116,23,1.152,3.992,5.511,750,0.422,13.803,6.34
TC10_11,Wet,Montoulieu,TC,Tournac,TC10,3.523,48.084,25,3.331,6.18,5.502,1021,0.535,25.54,80.538
AT02_15,Wet,Sourroque,AT,Ates,AT02,2.718,55.898,20,0.627,5.453,5.502,750,0.422,13.803,6.34
SQ03_15,Wet,Sourroque,SQ,Sourroque,SQ03,2.549,62.39,26,1.727,2.912,5.495,927,0.236,23.743,33.158
TP10_08,Normal,Sourroque,TP,Toupi,TP10,3.914,51.984,25,1.847,4.55,5.495,1184,0.985,8.623,119.055
LC05_08,Normal,Sourroque,LC,Lacourt,LC05,3.757,70.735,20,2.002,4.742,5.483,489,0.211,6.063,146.31
TC12_06,Normal,Montoulieu,TC,Tournac,TC12,3.863,63.543,19,2.942,5.292,5.48,1021,0.535,25.54,80.538
AT06_02,Dry,Sourroque,AT,Ates,AT06,3.447,53.036,22,0.516,1.463,5.468,750,0.422,13.803,6.34
TC07_14,Wet,Montoulieu,TC,Tournac,TC07,3.137,59.357,17,1.553,5.317,5.454,1021,0.535,25.54,80.538
BV15_07,Normal,Montoulieu,BV,Belveze,BV15,2.407,63.009,24,1.898,1.836,5.447,1261,0.825,13.681,138.27
BV12_09,Normal,Montoulieu,BV,Belveze,BV12,3.271,48.084,26,1.544,3.861,5.439,1261,0.825,13.681,138.27
SX07_07,Normal,Montoulieu,SX,Seignaux,SX07,2.707,51.176,18,1.339,3.132,5.428,840,0.729,23.294,134.076
ML14_10,Normal,Montoulieu,ML,Montoulieu,ML14,3.655,62.31,23,2.789,4.061,5.417,466,0.126,21.386,82.073
TC10_04,Dry,Montoulieu,TC,Tournac,TC10,3.445,44.197,25,2.505,1.295,5.405,1021,0.535,25.54,80.538
AT17_02,Dry,Sourroque,AT,Ates,AT17,3.034,52.401,22,1.067,2.036,5.403,750,0.422,13.803,6.34
SX03_13,Wet,Montoulieu,SX,Seignaux,SX03,3.826,71.364,22,1.548,5.009,5.39,840,0.729,23.294,134.076
BV06_10,Normal,Montoulieu,BV,Belveze,BV06,3.385,49.216,19,2.563,4.271,5.385,1261,0.825,13.681,138.27
TP04_03,Dry,Sourroque,TP,Toupi,TP04,3.481,42.401,20,1.913,2.045,5.379,1184,0.985,8.623,119.055
TC01_05,Dry,Montoulieu,TC,Tournac,TC01,4.102,45.894,32,1.508,2.417,5.379,1021,0.535,25.54,80.538
ML11_15,Wet,Montoulieu,ML,Montoulieu,ML11,3.969,64.625,30,2.131,7.438,5.378,466,0.126,21.386,82.073
ML06_12,Wet,Montoulieu,ML,Montoulieu,ML06,3.295,53.632,21,2.15,5.58,5.376,466,0.126,21.386,82.073
LC13_14,Wet,Sourroque,LC,Lacourt,LC13,2.217,54.949,16,4.583,3.355,5.365,489,0.211,6.063,146.31
ML13_14,Wet,Montoulieu,ML,Montoulieu,ML13,3.1,72.684,18,2.032,6.164,5.354,466,0.126,21.386,82.073
TP10_07,Normal,Sourroque,TP,Toupi,TP10,3.29,51.289,22,1.977,2.803,5.351,1184,0.985,8.623,119.055
TP15_06,Normal,Sourroque,TP,Toupi,TP15,2.491,54.781,22,1.364,2.803,5.351,1184,0.985,8.623,119.055
BV12_08,Normal,Montoulieu,BV,Belveze,BV12,3.884,60.432,21,1.389,4.677,5.345,1261,0.825,13.681,138.27
SQ16_08,Normal,Sourroque,SQ,Sourroque,SQ16,2.388,47.751,26,2.576,2.433,5.343,927,0.236,23.743,33.158
SQ02_10,Normal,Sourroque,SQ,Sourroque,SQ02,2.717,56.196,23,2.307,3.185,5.338,927,0.236,23.743,33.158
AT09_09,Normal,Sourroque,AT,Ates,AT09,2.998,52.855,26,1.18,3.185,5.338,750,0.422,13.803,6.34
SQ01_14,Wet,Sourroque,SQ,Sourroque,SQ01,1.974,59.445,21,3.085,3.937,5.334,927,0.236,23.743,33.158
PN03_09,Normal,Axat,PN,Paounias,PN03,3.288,58.902,15,1.857,4.517,5.313,909,0.186,16.179,113.962
LC04_15,Wet,Sourroque,LC,Lacourt,LC04,1.489,63.318,23,1.738,2.072,5.309,489,0.211,6.063,146.31
ML06_08,Normal,Montoulieu,ML,Montoulieu,ML06,3.627,73.062,25,4.714,4.715,5.302,466,0.126,21.386,82.073
SQ03_13,Wet,Sourroque,SQ,Sourroque,SQ03,2.718,66.482,20,4.841,4.715,5.302,927,0.236,23.743,33.158
PN01_09,Normal,Axat,PN,Paounias,PN01,2.934,56.739,18,1.264,3.209,5.298,909,0.186,16.179,113.962
AT03_14,Wet,Sourroque,AT,Ates,AT03,3.183,54.446,21,0.751,3.971,5.288,750,0.422,13.803,6.34
AT12_11,Wet,Sourroque,AT,Ates,AT12,3.514,49.543,25,2.538,5.673,5.288,750,0.422,13.803,6.34
TC03_04,Dry,Montoulieu,TC,Tournac,TC03,3.473,52.564,20,1.271,1.702,5.288,1021,0.535,25.54,80.538
AT06_03,Dry,Sourroque,AT,Ates,AT06,3.711,52.821,33,1.691,1.513,5.288,750,0.422,13.803,6.34
ML12_08,Normal,Montoulieu,ML,Montoulieu,ML12,3.533,65.923,16,2.099,4.165,5.282,466,0.126,21.386,82.073
TC02_13,Wet,Montoulieu,TC,Tournac,TC02,2.994,64.911,21,1.052,4.547,5.278,1021,0.535,25.54,80.538
TP05_09,Normal,Sourroque,TP,Toupi,TP05,3.084,63.812,23,2.503,3.602,5.275,1184,0.985,8.623,119.055
SX14_08,Normal,Montoulieu,SX,Seignaux,SX14,2.779,72.38,23,1.665,4.554,5.27,840,0.729,23.294,134.076
LC12_11,Wet,Sourroque,LC,Lacourt,LC12,2.944,69.56,22,2.486,3.985,5.27,489,0.211,6.063,146.31
ML11_07,Normal,Montoulieu,ML,Montoulieu,ML11,3.548,69.582,27,3.398,4.177,5.267,466,0.126,21.386,82.073
TP01_07,Normal,Sourroque,TP,Toupi,TP01,4.1,68.884,33,2.133,4.751,5.262,1184,0.985,8.623,119.055
TC10_13,Wet,Montoulieu,TC,Tournac,TC10,2.704,62.308,25,2.065,4.371,5.262,1021,0.535,25.54,80.538
SX02_08,Normal,Montoulieu,SX,Seignaux,SX02,3.451,59.127,20,1.852,5.323,5.26,840,0.729,23.294,134.076
AT12_08,Normal,Sourroque,AT,Ates,AT12,3.024,44.991,23,0.259,2.475,5.253,750,0.422,13.803,6.34
AT05_01,Dry,Sourroque,AT,Ates,AT05,2.678,45.29,21,1.931,1.525,5.246,750,0.422,13.803,6.34
PN05_15,Wet,Axat,PN,Paounias,PN05,3.373,67.539,20,2.815,7.635,5.239,909,0.186,16.179,113.962
SQ04_07,Normal,Sourroque,SQ,Sourroque,SQ04,4.243,48.145,20,5.097,4.964,5.238,927,0.236,23.743,33.158
G08_10,Normal,Grave,G,Grave,G08,3.303,48.46,21,2.514,3.82,5.236,1471,0.075,8.946,3.576
SQ12_12,Wet,Sourroque,SQ,Sourroque,SQ12,2.855,58.262,23,1.124,4.011,5.236,927,0.236,23.743,33.158
LC06_02,Dry,Sourroque,LC,Lacourt,LC06,3.03,49.758,16,3.029,2.485,5.231,489,0.211,6.063,146.31
TP08_08,Normal,Sourroque,TP,Toupi,TP08,3.468,48.923,29,2.369,3.637,5.224,1184,0.985,8.623,119.055
F08_02,Dry,Grave,F,Freaux,F08,2.497,49.125,22,2.407,1.341,5.22,1409,0.194,29.362,9.545
SX14_07,Normal,Montoulieu,SX,Seignaux,SX14,3.39,72.978,23,2.19,3.832,5.219,840,0.729,23.294,134.076
ML14_09,Normal,Montoulieu,ML,Montoulieu,ML14,3.666,54.576,26,2.692,4.217,5.217,466,0.126,21.386,82.073
LC08_08,Normal,Sourroque,LC,Lacourt,LC08,3.433,60.962,19,2.163,4.985,5.216,489,0.211,6.063,146.31
SQ16_06,Normal,Sourroque,SQ,Sourroque,SQ16,3.181,51.58,18,2.65,3.081,5.193,927,0.236,23.743,33.158
F07_06,Normal,Grave,F,Freaux,F07,1.747,53.463,25,0.856,1.353,5.174,1409,0.194,29.362,9.545
AT07_06,Normal,Sourroque,AT,Ates,AT07,4.663,70.223,21,1.712,7.349,5.171,750,0.422,13.803,6.34
LC03_09,Normal,Sourroque,LC,Lacourt,LC03,3.235,63.853,34,1.439,4.065,5.166,489,0.211,6.063,146.31
BV06_06,Normal,Montoulieu,BV,Belveze,BV06,3.718,50.696,32,1.235,4.266,5.157,1261,0.825,13.681,138.27
SQ02_09,Normal,Sourroque,SQ,Sourroque,SQ02,3.162,71.23,22,2.557,4.073,5.156,927,0.236,23.743,33.158
LC05_15,Wet,Sourroque,LC,Lacourt,LC05,3.06,68.011,25,2.586,5.238,5.155,489,0.211,6.063,146.31
BV04_06,Normal,Montoulieu,BV,Belveze,BV04,4.122,64.857,19,3.099,5.64,5.142,1261,0.825,13.681,138.27
LC07_07,Normal,Sourroque,LC,Lacourt,LC07,3.456,55.786,29,2.248,5.447,5.14,489,0.211,6.063,146.31
SX13_14,Wet,Montoulieu,SX,Seignaux,SX13,3.686,57.956,22,2.661,7.397,5.137,840,0.729,23.294,134.076
SQ08_07,Normal,Sourroque,SQ,Sourroque,SQ08,2.943,47.22,29,1.971,3.31,5.136,927,0.236,23.743,33.158
LC01_07,Normal,Sourroque,LC,Lacourt,LC01,3.3,60.97,26,2.439,4.288,5.131,489,0.211,6.063,146.31
TC02_15,Wet,Montoulieu,TC,Tournac,TC02,2.393,47.684,25,0.52,3.121,5.127,1021,0.535,25.54,80.538
AT17_05,Dry,Sourroque,AT,Ates,AT17,2.804,44.91,29,2.088,1.759,5.117,750,0.422,13.803,6.34
AT15_07,Normal,Sourroque,AT,Ates,AT15,2.297,61.574,31,1.006,2.151,5.114,750,0.422,13.803,6.34
TP11_05,Dry,Sourroque,TP,Toupi,TP11,3.199,46.838,19,0.995,1.567,5.105,1184,0.985,8.623,119.055
AT01_08,Normal,Sourroque,AT,Ates,AT01,2.963,62.308,20,0.912,4.116,5.102,750,0.422,13.803,6.34
SQ09_09,Normal,Sourroque,SQ,Sourroque,SQ09,3.697,55.999,18,2.115,4.709,5.097,927,0.236,23.743,33.158
SQ16_14,Wet,Sourroque,SQ,Sourroque,SQ16,1.981,47.159,31,2.22,1.374,5.095,927,0.236,23.743,33.158
SQ07_06,Normal,Sourroque,SQ,Sourroque,SQ07,2.47,46.731,23,1.854,2.356,5.093,927,0.236,23.743,33.158
AT16_07,Normal,Sourroque,AT,Ates,AT16,2.964,57.321,23,0.78,4.721,5.084,750,0.422,13.803,6.34
PN05_08,Normal,Axat,PN,Paounias,PN05,3.926,69.658,21,2.338,5.722,5.068,909,0.186,16.179,113.962
SX12_08,Normal,Montoulieu,SX,Seignaux,SX12,2.549,72.414,23,2.443,2.961,5.066,840,0.729,23.294,134.076
G04_14,Wet,Grave,G,Grave,G04,3.012,54.692,14,1.688,4.542,5.064,1471,0.075,8.946,3.576
SQ16_15,Wet,Sourroque,SQ,Sourroque,SQ16,2.938,54.832,36,4.205,4.348,5.06,927,0.236,23.743,33.158
ML08_08,Normal,Montoulieu,ML,Montoulieu,ML08,3.403,63.129,24,2.826,3.558,5.059,466,0.126,21.386,82.073
TC01_08,Normal,Montoulieu,TC,Tournac,TC01,3.158,56.076,21,3.909,3.757,5.057,1021,0.535,25.54,80.538
TC07_06,Normal,Montoulieu,TC,Tournac,TC07,3.016,59.566,22,2.54,3.955,5.057,1021,0.535,25.54,80.538
PN12_13,Wet,Axat,PN,Paounias,PN12,3.421,56.546,20,2.352,5.935,5.055,909,0.186,16.179,113.962
SX03_15,Wet,Montoulieu,SX,Seignaux,SX03,2.901,67.334,23,2.234,2.968,5.054,840,0.729,23.294,134.076
SX02_10,Normal,Montoulieu,SX,Seignaux,SX02,4.574,64.314,20,2.965,5.947,5.045,840,0.729,23.294,134.076
TC11_07,Normal,Montoulieu,TC,Tournac,TC11,3.701,63.429,28,0.501,5.16,5.039,1021,0.535,25.54,80.538
SQ15_11,Wet,Sourroque,SQ,Sourroque,SQ15,3.561,51.385,19,2.495,4.566,5.037,927,0.236,23.743,33.158
TP11_07,Normal,Sourroque,TP,Toupi,TP11,2.952,50.013,21,1.61,2.979,5.035,1184,0.985,8.623,119.055
TC10_09,Normal,Montoulieu,TC,Tournac,TC10,2.783,57.223,39,2.32,2.981,5.032,1021,0.535,25.54,80.538
TP01_06,Normal,Sourroque,TP,Toupi,TP01,3.813,58.191,20,3.77,4.784,5.017,1184,0.985,8.623,119.055
TC10_08,Normal,Montoulieu,TC,Tournac,TC10,3.266,54.813,24,1.176,5.184,5.015,1021,0.535,25.54,80.538
SQ07_10,Normal,Sourroque,SQ,Sourroque,SQ07,3.772,57.207,28,2.116,5.583,5.015,927,0.236,23.743,33.158
TC05_08,Normal,Montoulieu,TC,Tournac,TC05,3.389,57.602,32,1.52,3.39,5.015,1021,0.535,25.54,80.538
ML07_01,Dry,Montoulieu,ML,Montoulieu,ML07,2.903,44.864,23,1.062,1.795,5.014,466,0.126,21.386,82.073
AT01_06,Normal,Sourroque,AT,Ates,AT01,3.434,67.264,18,1.585,3.992,5.01,750,0.422,13.803,6.34
SQ12_11,Wet,Sourroque,SQ,Sourroque,SQ12,2.274,47.413,14,1.5,2.995,5.008,927,0.236,23.743,33.158
TC01_06,Normal,Montoulieu,TC,Tournac,TC01,3.373,53.918,22,1.91,3.994,5.008,1021,0.535,25.54,80.538
SQ07_15,Wet,Sourroque,SQ,Sourroque,SQ07,3.679,54.731,24,4.172,6.792,5.006,927,0.236,23.743,33.158
LC10_09,Normal,Sourroque,LC,Lacourt,LC10,3.155,64.081,20,1.739,3.796,5.005,489,0.211,6.063,146.31
TP13_07,Normal,Sourroque,TP,Toupi,TP13,4.201,63.894,26,1.11,4.6,5,1184,0.985,8.623,119.055
TP14_07,Normal,Sourroque,TP,Toupi,TP14,2.761,61.598,24,1.928,3.001,4.998,1184,0.985,8.623,119.055
AT07_07,Normal,Sourroque,AT,Ates,AT07,4.372,77.403,23,2.876,5.005,4.995,750,0.422,13.803,6.34
TP06_04,Dry,Sourroque,TP,Toupi,TP06,3.313,40.952,31,0.653,1.804,4.989,1184,0.985,8.623,119.055
AT13_09,Normal,Sourroque,AT,Ates,AT13,3.24,62.254,21,1.137,3.009,4.985,750,0.422,13.803,6.34
ML15_08,Normal,Montoulieu,ML,Montoulieu,ML15,2.937,66.35,37,2.171,3.21,4.984,466,0.126,21.386,82.073
SX03_08,Normal,Montoulieu,SX,Seignaux,SX03,2.11,56.29,28,2.051,3.413,4.981,840,0.729,23.294,134.076
TC01_03,Dry,Montoulieu,TC,Tournac,TC01,3.408,42.677,28,1.29,1.607,4.978,1021,0.535,25.54,80.538
LC12_09,Normal,Sourroque,LC,Lacourt,LC12,3.997,62.285,20,3.412,6.065,4.946,489,0.211,6.063,146.31
AT16_09,Normal,Sourroque,AT,Ates,AT16,3.198,48.003,37,1.286,3.442,4.939,750,0.422,13.803,6.34
F07_01,Dry,Grave,F,Freaux,F07,3.927,33.595,20,1.406,1.418,4.937,1409,0.194,29.362,9.545
F06_02,Dry,Grave,F,Freaux,F06,4.03,49.741,19,0.812,2.637,4.93,1409,0.194,29.362,9.545
SQ01_09,Normal,Sourroque,SQ,Sourroque,SQ01,2.868,63.23,22,4.869,3.449,4.929,927,0.236,23.743,33.158
TC10_06,Normal,Montoulieu,TC,Tournac,TC10,3.137,52.906,23,4.451,4.473,4.918,1021,0.535,25.54,80.538
TC08_09,Normal,Montoulieu,TC,Tournac,TC08,3.329,61.766,25,4.499,4.27,4.918,1021,0.535,25.54,80.538
AT07_10,Normal,Sourroque,AT,Ates,AT07,3.545,66.388,25,2.268,5.288,4.917,750,0.422,13.803,6.34
G01_06,Normal,Grave,G,Grave,G01,2.909,49.885,19,1.643,2.441,4.916,1471,0.075,8.946,3.576
AT09_10,Normal,Sourroque,AT,Ates,AT09,2.823,51.334,23,1.643,2.849,4.914,750,0.422,13.803,6.34
TC11_08,Normal,Montoulieu,TC,Tournac,TC11,3.992,60.975,18,1.782,4.682,4.912,1021,0.535,25.54,80.538
G10_08,Normal,Grave,G,Grave,G10,3.52,66.967,22,2.405,3.054,4.912,1471,0.075,8.946,3.576
TC09_07,Normal,Montoulieu,TC,Tournac,TC09,3.961,71.535,26,2.8,4.481,4.91,1021,0.535,25.54,80.538
AT13_13,Wet,Sourroque,AT,Ates,AT13,3.234,50.436,22,3.185,4.278,4.909,750,0.422,13.803,6.34
SQ06_12,Wet,Sourroque,SQ,Sourroque,SQ06,2.712,63.54,23,4.333,4.075,4.908,927,0.236,23.743,33.158
SQ12_09,Normal,Sourroque,SQ,Sourroque,SQ12,3.814,56.203,16,1.584,3.669,4.906,927,0.236,23.743,33.158
TP05_06,Normal,Sourroque,TP,Toupi,TP05,3.213,68.653,17,1.558,5.305,4.901,1184,0.985,8.623,119.055
ML12_10,Normal,Montoulieu,ML,Montoulieu,ML12,4.201,60.874,22,1.299,4.697,4.897,466,0.126,21.386,82.073
PN14_08,Normal,Axat,PN,Paounias,PN14,3.662,71.899,23,3.797,5.106,4.896,909,0.186,16.179,113.962
PN12_12,Wet,Axat,PN,Paounias,PN12,3.309,47.137,17,2.637,5.939,4.883,909,0.186,16.179,113.962
TC06_14,Wet,Montoulieu,TC,Tournac,TC06,2.815,61.665,23,1.221,3.482,4.882,1021,0.535,25.54,80.538
ML05_04,Dry,Montoulieu,ML,Montoulieu,ML05,3.359,47.603,19,2.012,2.051,4.876,466,0.126,21.386,82.073
SQ16_05,Dry,Sourroque,SQ,Sourroque,SQ16,3.394,48.066,23,2.335,1.641,4.875,927,0.236,23.743,33.158
LC06_09,Normal,Sourroque,LC,Lacourt,LC06,2.747,52.997,23,2.114,3.284,4.872,489,0.211,6.063,146.31
AT01_05,Dry,Sourroque,AT,Ates,AT01,3.032,52.128,24,1.483,2.055,4.866,750,0.422,13.803,6.34
SX05_02,Dry,Montoulieu,SX,Seignaux,SX05,2.4,58.825,19,3.121,1.645,4.863,840,0.729,23.294,134.076
G05_01,Dry,Grave,G,Grave,G05,2.634,48.196,17,0.306,1.235,4.858,1471,0.075,8.946,3.576
ML13_11,Wet,Montoulieu,ML,Montoulieu,ML13,3.434,62.899,19,2.915,5.972,4.856,466,0.126,21.386,82.073
TP13_14,Wet,Sourroque,TP,Toupi,TP13,2.906,64.425,25,2.576,4.124,4.85,1184,0.985,8.623,119.055
TC05_07,Normal,Montoulieu,TC,Tournac,TC05,3.977,48.246,26,1.322,4.95,4.848,1021,0.535,25.54,80.538
ML14_08,Normal,Montoulieu,ML,Montoulieu,ML14,3.891,71.407,30,3.477,4.955,4.844,466,0.126,21.386,82.073
LC09_12,Wet,Sourroque,LC,Lacourt,LC09,3.83,51.161,22,3.699,7.443,4.837,489,0.211,6.063,146.31
AT11_05,Dry,Sourroque,AT,Ates,AT11,3.015,43.454,38,1.011,1.449,4.831,750,0.422,13.803,6.34
