Year,Season,Month,Name,AcresBurned,Counties,CrewsInvolved,Dozers,Engines
2019,Summer,Jul,Madera Fire,213,Madera,NA,NA,NA
2019,Summer,Jun,Merced Fire,210,Merced,NA,NA,NA
2019,Summer,Jun,Malech Fire,210,Santa Clara,NA,NA,NA
2019,Summer,Jul,Tejon Fire,208,Kern,NA,NA,NA
2019,Summer,Jun,Lumgrey Fire,207,Siskiyou,NA,NA,NA
2019,Summer,Jul,Milton Fire,202,Stanislaus,NA,NA,NA
2019,Fall,Oct,Hillside Fire,200,San Bernardino,NA,NA,NA
2019,Fall,Oct,Cypress Complex,200,Contra Costa,NA,NA,NA
2019,Fall,Oct,Olivas Fire,200,Ventura,NA,NA,NA
2019,Fall,Sep,Dehesa Fire,200,San Diego,8,1,20
2019,Fall,Sep,McMurray Fire,200,Santa Barbara,NA,NA,NA
2019,Summer,Jul,Doyle Fire,193,Lassen,NA,NA,NA
2019,Fall,Sep,Stuhr Fire,190,Stanislaus,NA,NA,NA
2019,Summer,Jul,Sargent Fire,190,Monterey,NA,NA,NA
2019,Summer,Jul,Marshview Fire,183,Solano,NA,NA,NA
2019,Spring,May,Vulcan Fire,172,Kern,NA,NA,NA
2019,Fall,Sep,Bautista Fire,167,Riverside,NA,NA,NA
2019,Fall,Sep,Antelope Fire,167,San Benito,NA,NA,NA
2019,Spring,Apr,York Fire,161,Kings,NA,NA,NA
2019,Summer,Aug,Cottage Fire,156,Shasta,NA,NA,2
2019,Summer,Aug,Five Fire,156,Los Angeles,NA,NA,NA
2019,Summer,Jul,Star Fire,156,San Bernardino,NA,NA,NA
2019,Summer,Jun,Spruce Fire,155,Tulare,NA,NA,NA
2019,Fall,Oct,Sky Fire,150,Contra Costa,NA,NA,NA
2019,Summer,Jul,Dehesa Fire,150,San Diego,NA,NA,NA
2019,Summer,Jun,Dyer Fire,148,Placer,NA,NA,NA
2019,Fall,Oct,Old Water Fire,145,San Bernardino,NA,NA,NA
2019,Spring,May,Canyon Fire,144,Santa Clara,NA,NA,NA
2019,Fall,Oct,Glencove Fire,140,Solano,NA,NA,NA
2019,Summer,Aug,Patterson Fire,139,Alameda,NA,NA,NA
2019,Summer,Aug,Horse Fire,131,Lassen,NA,NA,NA
2019,Summer,Jul,South Fire,131,Ventura,NA,NA,NA
2019,Summer,Aug,R-1 Fire,130,Lassen,NA,NA,NA
2019,Summer,Jul,Usal Fire,130,Mendocino,NA,NA,NA
2019,Spring,May,Shady Fire,130,Riverside,NA,NA,NA
2019,Fall,Sep,Reservoir Fire,128,Santa Clara,NA,NA,NA
2019,Summer,Jul,Goose 2 Fire,128,Modoc,NA,NA,NA
2019,Spring,May,Hill Fire,121,Fresno,NA,NA,NA
2019,Summer,Jun,Weisgarber Fire,120,San Diego,NA,NA,NA
2019,Summer,Jun,Bitter Fire,120,San Luis Obispo,NA,NA,NA
2019,Spring,Apr,Woody Fire,115,Kern,NA,NA,NA
2019,Summer,Aug,West Fire,105,Los Angeles,NA,NA,NA
2019,Summer,Aug,Meadow Fire (Not a CAL FIRE incident),103,Modoc,NA,NA,NA
2019,Summer,Jul,Range Fire,100,Santa Barbara,NA,NA,NA
2019,Summer,Jul,Border Fire,100,San Diego,NA,NA,NA
2019,Fall,Sep,Kennedy Fire,98,Riverside,9,2,17
2019,Fall,Oct,Sawday Fire,97,San Diego,NA,NA,NA
2019,Summer,Jul,Orange fire,96,Riverside,NA,NA,NA
2019,Summer,Jul,Thompson Fire,95,San Luis Obispo,NA,NA,NA
2019,Summer,Aug,Toro Fire,94,Riverside,NA,NA,NA
2019,Fall,Oct,Wendy Fire,91,Ventura,NA,NA,NA
2019,Fall,Sep,Bar Fire,91,Siskiyou,NA,NA,NA
2019,Summer,Jul,Whiskey Fire,90,San Joaquin,NA,NA,NA
2019,Summer,Jun,Trinity Fire,90,Shasta,NA,NA,NA
2019,Fall,Sep,Country Fire,85,El Dorado,NA,NA,NA
2019,Summer,Aug,Browns Fire,84,Sacramento,NA,NA,NA
2019,Fall,Sep,Tulloch Fire,83,Tuolumne,NA,NA,NA
2019,Summer,Jul,Tree Fire,83,Siskiyou,NA,NA,NA
2019,Summer,Aug,Timm Fire,81,Solano,NA,NA,NA
2019,Summer,Jul,Milpas Fire,81,San Bernardino,NA,NA,NA
2019,Summer,Jul,Meadow Fire,81,Riverside,NA,NA,NA
2019,Fall,Oct,Nelson Fire,80,Butte,NA,NA,NA
2019,Summer,Aug,Ivy Fire,80,Riverside,NA,NA,NA
2019,Summer,Aug,Border 9 Fire,80,San Diego,NA,NA,NA
2019,Summer,Jul,Sweigert Fire,80,Santa Clara,NA,NA,NA
2019,Summer,Jul,Lincoln Fire,80,Riverside,NA,NA,NA
2019,Summer,Jun,Scott Fire,80,Yuba,NA,NA,NA
2019,Fall,Nov,Eagle Fire,75,Lake,NA,NA,NA
2019,Summer,Jul,Coyote Fire,74,Santa Clara,NA,NA,NA
2019,Summer,Jun,Levee Fire,70,Yuba,NA,NA,NA
2019,Fall,Oct,Corning Fire,68,Tehama,NA,NA,NA
2019,Fall,Oct,Muir Fire,67,Marin,NA,NA,NA
2019,Fall,Sep,Lynette Fire,67,Calaveras,NA,NA,NA
2019,Fall,Sep,Jolon Fire,66,Monterey,NA,NA,NA
2019,Spring,May,Sugar Fire,65,Placer,NA,NA,NA
2019,Summer,Jul,Canyon Fire,64,Napa,NA,NA,NA
2019,Fall,Oct,Elk Fire,63,Glenn,NA,NA,NA
2019,Spring,May,Paskenta Fire,63,Tehama,NA,NA,NA
2019,Fall,Oct,Cabrillo Fire,62,San Mateo,NA,NA,NA
2019,Summer,Aug,Bayliss Fire,60,Santa Clara,NA,NA,NA
2019,Fall,Sep,Forbestown Fire,58,Butte,NA,1,10
2019,Summer,Aug,Sellers Fire,58,Contra Costa,NA,NA,NA
2019,Fall,Oct,Horse Fire,55,Lassen,NA,NA,NA
2019,Spring,May,66 Fire,55,Riverside,NA,NA,NA
2019,Fall,Sep,Oak Fire,53,Lake,2,NA,10
2019,Fall,Oct,Ranch Fire,52,San Luis Obispo,NA,NA,NA
2019,Fall,Sep,Willow Fire,52,San Diego,NA,NA,NA
2019,Fall,Oct,Copper Fire,50,San Diego,NA,NA,NA
2019,Fall,Oct,Forest Fire,50,Contra Costa,NA,NA,NA
2019,Summer,Aug,Prairie Fire,50,Sacramento,NA,NA,NA
2019,Summer,Jun,Ink Fire,50,Napa,NA,NA,NA
2019,Spring,May,Meridian Fire,50,Butte,NA,NA,NA
2019,Summer,Jul,Aborn Fire,47,Santa Clara,NA,NA,NA
2019,Summer,Jun,Springs Fire,47,Tulare,NA,NA,NA
2019,Summer,Aug,Lower Fire,46,Shasta,NA,NA,NA
2019,Summer,Jun,Paskenta Fire,46,Tehama,NA,NA,NA
2019,Spring,May,Diversion Fire,45,Riverside,NA,NA,NA
2019,Fall,Sep,Flood Fire,44,San Joaquin,NA,NA,NA
2019,Summer,Jun,Ardo Fire,43,Monterey,NA,NA,NA
2019,Fall,Oct,Palisades Fire,42,Los Angeles,NA,NA,NA
2019,Fall,Oct,Plains Fire,42,Shasta,NA,NA,NA
2019,Summer,Jul,Far Fire,38,Yuba,NA,NA,NA
2019,Summer,Aug,Jamieson Fire,35,Santa Clara,NA,NA,NA
2019,Summer,Aug,Patterson Fire,35,El Dorado,NA,NA,2
2019,Summer,Jul,Community Fire,35,Siskiyou,NA,NA,NA
2019,Summer,Jun,Calaveras Fire,35,Santa Clara,NA,NA,NA
2019,Fall,Sep,Redwood Fire,34,Riverside,NA,NA,NA
2019,Summer,Aug,Yucca Fire,34,Riverside,NA,NA,NA
2019,Summer,Aug,Heavy Range Fire,33,Yolo,NA,NA,NA
2019,Summer,Jun,Yokohl Fire,33,Tulare,NA,NA,NA
2019,Fall,Oct,Bitter Fire,30,San Luis Obispo,NA,NA,NA
2019,Fall,Sep,Mare Fire,30,Solano,NA,NA,NA
2019,Summer,Aug,Gilbert Fire,30,Shasta,NA,NA,NA
2019,Summer,Jul,Ranch Fire,30,Shasta,NA,NA,NA
2019,Summer,Jun,Mountain Fire,30,Alameda,NA,NA,NA
2019,Spring,Apr,Girasol Fire,30,Riverside,NA,NA,NA
2019,Winter,Jan,Pilot Fire,30,Humboldt,NA,NA,NA
2019,Fall,Oct,Point Fire,29,Santa Clara,NA,NA,NA
2019,Summer,Aug,Caliente Fire,29,Kern,NA,NA,NA
2019,Fall,Sep,Glass Fire,28,Lake,2,1,4
2019,Summer,Jun,Otay Fire,28,San Diego,NA,NA,NA
2019,Summer,Jun,Watt Fire,27,Placer,NA,NA,NA
2019,Spring,May,Foothill Fire,26,Riverside,NA,NA,NA
2019,Fall,Oct,Grove Fire,25,Lake,NA,NA,NA
2019,Fall,Sep,Frame Fire,25,Fresno,NA,NA,NA
2019,Summer,Aug,Border 10 Fire,25,Mexico,NA,NA,NA
2019,Summer,Jul,Bikeway Fire,25,Alameda,NA,NA,NA
2019,Summer,Jun,Bear Fire,25,Tulare,NA,NA,NA
2019,Summer,Jul,Fellow Fire,24,Contra Costa,NA,NA,NA
2019,Summer,Jun,Nelson Fire,24,Solano,NA,NA,NA
2019,Summer,Jun,Willow Fire,23,Contra Costa,NA,NA,NA
2019,Spring,May,Border Fire,22,San Diego,NA,NA,NA
2019,Summer,Aug,Preston Fire,21,Tuolumne,NA,NA,NA
2019,Summer,Aug,Spring Fire,20,Colusa,1,2,7
2019,Summer,Aug,Radio Fire,20,Riverside,NA,NA,NA
2019,Summer,Aug,Golf Fire,20,Lake,NA,NA,NA
2019,Summer,Jul,Gibbel Fire,20,Riverside,NA,NA,NA
2019,Summer,Jun,Nuevo Fire,20,Riverside,NA,NA,NA
2019,Fall,Nov,Sobrante Fire,19,Riverside,NA,NA,NA
2019,Fall,Sep,Warren Fire,19,Riverside,NA,NA,NA
2019,Summer,Aug,Carroll Fire,19,Alameda,NA,NA,NA
2019,Fall,Oct,Del Fire,18,Stanislaus,NA,NA,NA
2019,Fall,Sep,Foster Fire,17,San Benito,NA,NA,NA
2019,Summer,Jun,Mines Fire,17,Santa Clara,NA,NA,NA
2019,Summer,Jun,32 Fire,17,Butte,NA,NA,NA
2019,Summer,Jun,Rocky Fire,17,Siskiyou,NA,NA,NA
2019,Fall,Sep,Cow Fire,16,Shasta,NA,NA,NA
2019,Summer,Aug,Greenstone Fire,16,El Dorado,NA,NA,NA
2019,Fall,Sep,Duzel Fire,15,Siskiyou,NA,NA,NA
2019,Fall,Sep,Telephone Fire,15,San Bernardino,NA,NA,NA
2019,Summer,Jun,Pauma Fire,15,San Diego,NA,NA,NA
2019,Summer,Jul,Carson Fire,13,El Dorado,NA,NA,NA
2019,Fall,Oct,Little Fire,12,Alameda,NA,NA,NA
2019,Summer,Jun,Mayberry Fire,12,Butte,NA,NA,NA
2019,Fall,Oct,Beaumont Fire,11,San Bernardino,NA,NA,NA
2019,Fall,Oct,Dales Fire,11,Tehama,NA,NA,NA
2019,Fall,Sep,Bridge Fire,11,Stanislaus,NA,NA,NA
2019,Fall,Sep,Mines Fire,11,Alameda,NA,NA,NA
2019,Fall,Oct,Fairmont Fire,10,San Diego,NA,NA,NA
2019,Fall,Oct,Inghram Fire,10,Tehama,NA,NA,NA
2019,Fall,Sep,Electra Fire,10,Amador,2,NA,5
2019,Fall,Sep,Bailey Fire,10,Riverside,NA,NA,NA
2019,Summer,Jul,Moms Fire,10,Butte,NA,NA,NA
2019,Summer,Jun,IronGate Fire,10,Siskiyou,NA,NA,NA
2019,Spring,Apr,Cana Fire,10,Butte,NA,NA,NA
2019,Fall,Oct,Eagle Fire,9,Riverside,NA,NA,NA
2019,Summer,Jun,Long Fire,2,Nevada,NA,NA,NA
2019,Fall,Nov,Cashe Fire,NA,Yolo,NA,NA,NA
2019,Fall,Oct,Oak Fire,NA,San Diego,NA,NA,NA
2019,Fall,Oct,Johnson Fire,NA,Riverside,NA,NA,NA
